code_commune,prix_m2_median_tous,nb_transactions_tous,prix_m2_median_maison,nb_transactions_maison,prix_m2_median_appart,nb_transactions_appart,annee,nom_commune,code_departement
54405,1262.295081967213,5,1262.295081967213,5.0,,,2020,Ochey,54
54410,2133.333333333333,11,1237.0689655172414,5.0,2285.714285714286,6.0,2020,Onville,54
54415,1541.0876651226627,26,1683.2621326042379,14.0,1255.3686471009305,12.0,2020,Pagny-sur-Moselle,54
54425,1529.479578392622,36,1224.4318181818182,22.0,3481.578947368421,14.0,2020,Piennes,54
54426,1345.3237410071945,7,1177.6264095106894,6.0,1508.2978723404256,1.0,2020,Pierre-la-Treiche,54
54428,1781.4102564102564,8,1781.4102564102564,8.0,,,2020,Pierrepont,54
54430,1847.984693877551,59,1567.6389769604734,28.0,2593.2203389830506,31.0,2020,Pompey,54
54431,1748.263888888889,190,1595.4954954954956,73.0,1835.443037974684,117.0,2020,Pont-à-Mousson,54
54432,1484.9680910099887,28,1397.2790453710988,22.0,2009.2857142857147,6.0,2020,Pont-Saint-Vincent,54
54435,1627.96261682243,6,1627.96261682243,6.0,,,2020,Prény,54
54437,1480.2631578947369,9,1743.801652892562,7.0,869.5788026496688,2.0,2020,Pulligny,54
54439,2115.9497324697268,40,2347.253205128205,32.0,1383.3123689727463,8.0,2020,Pulnoy,54
54441,1263.157894736842,6,1263.157894736842,6.0,,,2020,Puxieux,54
54449,2029.891304347826,15,2029.891304347826,15.0,,,2020,Rehainviller,54
54451,1566.786376274328,60,1567.3076923076924,33.0,1550.0,27.0,2020,Réhon,54
54459,2033.0594405594406,10,2045.335392762578,8.0,1753.8770999115825,2.0,2020,Richardménil,54
54462,1742.5742574257426,21,1825.0,15.0,985.2907693767194,6.0,2020,Rosières-aux-Salines,54
54465,1300.0,7,1364.2857142857144,6.0,1244.4444444444443,1.0,2020,Roville-devant-Bayon,54
54472,875.9375,8,875.9375,8.0,,,2020,Saint-Clément,54
54482,2024.149184149184,136,2375.0,43.0,1718.75,93.0,2020,Saint-Max,54
54483,1741.186839012926,110,1899.715909090909,53.0,1395.3488372093022,57.0,2020,Saint-Nicolas-de-Port,54
54490,1906.7917728204807,12,1879.6992481203008,11.0,2203.125,1.0,2020,Saizerais,54
54493,1437.5,19,1555.5555555555557,15.0,1315.7649253731342,4.0,2020,Saulnes,54
54495,2153.846153846154,37,2171.5176715176713,36.0,1421.3636363636365,1.0,2020,Saulxures-lès-Nancy,54
54496,822.1848739495798,6,924.3697478991596,5.0,709.7701149425287,1.0,2020,Saulxures-lès-Vannes,54
54498,1918.918918918919,39,1927.906976744186,35.0,1501.7073170731708,4.0,2020,Seichamps,54
54504,1172.875816993464,6,1559.0374331550802,4.0,596.3486140724947,2.0,2020,Serrouville,54
54505,1678.7005163511187,10,1678.7005163511187,8.0,2699.3561126373625,2.0,2020,Sexey-aux-Forges,54
54509,1760.8695652173913,5,1760.8695652173913,5.0,,,2020,Sommerviller,54
54513,2274.5798319327732,14,1900.0,8.0,6273.4375,6.0,2020,Tantonville,54
54514,2056.0172872340427,6,2056.0172872340427,6.0,,,2020,Tellancourt,54
54518,1125.8064516129032,5,1140.0,3.0,763.4779384501297,2.0,2020,Thiaucourt-Regniéville,54
54519,1121.875,6,1121.875,6.0,,,2020,Thiaville-sur-Meurthe,54
54521,2121.5,26,2030.3030303030305,19.0,5566.037735849057,7.0,2020,Thil,54
54525,2552.649894313554,8,3067.4846625766872,7.0,1692.7083333333333,1.0,2020,Tiercelet,54
54526,1853.211009174312,79,1944.4444444444443,53.0,1625.6868131868132,26.0,2020,Tomblaine,54
54528,1545.1388888888887,190,1612.9032258064517,77.0,1466.6666666666667,113.0,2020,Toul,54
54533,1685.8030335628227,34,1685.2957283680175,28.0,2115.8482142857147,6.0,2020,Trieux,54
54536,1566.0060975609756,29,1359.756554307116,22.0,6190.476190476191,7.0,2020,Tucquegnieux,54
54538,1010.2083333333334,5,1419.0140845070423,3.0,962.5569968553459,2.0,2020,Uruffe,54
54542,1666.6666666666667,21,1749.3333333333333,19.0,1138.240418118467,2.0,2020,Valleroy,54
54546,1546.0122699386502,7,1546.0122699386502,5.0,1868.5714285714287,2.0,2020,Vandières,54
54547,1785.7142857142858,275,2081.0810810810813,63.0,1619.6217494089835,212.0,2020,Vandœuvre-lès-Nancy,54
54549,1644.240406643757,32,1683.6953309692672,24.0,1539.84375,8.0,2020,Varangéville,54
54557,2225.6420545746387,20,2355.371900826446,17.0,1873.5632183908049,3.0,2020,Bois-de-Haye,54
54563,1661.8881118881118,16,1288.7755102040817,9.0,1854.8387096774195,7.0,2020,Vézelise,54
54570,979.5048309178744,8,979.5048309178744,8.0,,,2020,Villecey-sur-Mad,54
54571,2246.493902439024,7,2246.493902439024,7.0,,,2020,Ville-en-Vermois,54
54572,1405.5944055944055,7,1405.5944055944055,5.0,6038.0,2.0,2020,Ville-Houdlémont,54
54574,1926.0869565217392,7,1926.0869565217392,3.0,2006.3492063492067,4.0,2020,Villers-la-Chèvre,54
54575,1870.12987012987,20,1718.2738095238096,14.0,7652.7192982456145,6.0,2020,Villers-la-Montagne,54
54578,2072.395833333333,168,2300.0,63.0,2000.0,105.0,2020,Villers-lès-Nancy,54
54580,2298.6024844720496,124,2342.4908424908426,80.0,1997.9708162334703,44.0,2020,Villerupt,54
54583,2100.9036144578313,12,2100.9036144578313,12.0,,,2020,Villey-le-Sec,54
54584,1730.5555555555557,7,1730.5555555555557,7.0,,,2020,Villey-Saint-Étienne,54
54585,1136.3636363636365,8,1136.3636363636365,8.0,,,2020,Virecourt,54
54590,1851.851851851852,7,1851.851851851852,7.0,,,2020,Viviers-sur-Chiers,54
54593,2278.409090909091,8,2278.409090909091,8.0,,,2020,Waville,54
54596,2025.3164556962024,11,2025.3164556962024,11.0,,,2020,Xeuilley,54
54597,697.6744186046511,11,697.6744186046511,11.0,,,2020,Xirocourt,54
54598,592.5925925925926,7,592.5925925925926,7.0,,,2020,Xivry-Circourt,54
55001,959.3023255813954,5,959.3023255813954,5.0,,,2020,Abainville,55
55008,1068.571428571429,5,1068.571428571429,5.0,,,2020,Amel-sur-l'Étang,55
55009,1272.6190476190477,10,1272.6190476190477,10.0,,,2020,Ancemont,55
55010,1494.389901823282,28,1440.0,25.0,2741.935483870968,3.0,2020,Ancerville,55
55012,775.5485893416928,6,775.5485893416928,6.0,,,2020,Apremont-la-Forêt,55
55014,539.2156862745098,15,539.2156862745098,15.0,,,2020,Aubréville,55
55029,1371.031746031746,198,1200.0,82.0,1554.2857142857144,116.0,2020,Bar-le-Duc,55
55035,1625.4310344827584,6,1645.2464788732395,4.0,1467.1139138601902,2.0,2020,Bazincourt-sur-Saulx,55
55041,1552.8846153846157,7,1552.8846153846157,7.0,,,2020,Behonne,55
55043,1285.7142857142858,27,1384.2840166369579,18.0,1117.6470588235295,9.0,2020,Belleville-sur-Meuse,55
55063,1230.2325581395348,51,1028.0068027210884,34.0,2551.020408163265,17.0,2020,Bouligny,55
55067,1064.1434262948208,5,1064.1434262948208,5.0,,,2020,Boviolles,55
55071,880.0,7,880.0,7.0,,,2020,Brandeville,55
55079,1518.1818181818182,9,1669.2307692307693,7.0,938.2284382284382,2.0,2020,Brillon-en-Barrois,55
55094,1113.1868131868132,6,1113.1868131868132,6.0,,,2020,Buzy-Darmont,55
55102,1517.2619047619048,6,1800.4518072289156,4.0,1273.992673992674,2.0,2020,Charny-sur-Meuse,55
55117,663.6363636363636,15,663.6363636363636,15.0,,,2020,Clermont-en-Argonne,55
55120,1555.4424778761063,8,1555.4424778761063,8.0,,,2020,Combles-en-Barrois,55
55122,1035.3982300884957,37,929.2613636363636,22.0,1810.8108108108108,15.0,2020,Commercy,55
55123,939.5604395604396,5,939.5604395604396,5.0,,,2020,Les Hauts-de-Chée,55
55125,1295.4545454545455,7,1295.4545454545455,7.0,,,2020,Contrisson,55
55132,887.0967741935484,29,952.3809523809524,27.0,807.1428571428571,2.0,2020,Cousances-les-Forges,55
55154,1316.5130568356376,10,1316.5130568356376,10.0,,,2020,Dieue-sur-Meuse,55
55155,1020.0,5,1020.0,5.0,,,2020,Dombasle-en-Argonne,55
55165,1212.8342245989306,6,829.7872340425532,3.0,1380.281690140845,3.0,2020,Doulcon,55
55166,1744.0,13,1744.0,13.0,,,2020,Dugny-sur-Meuse,55
55180,741.1764705882352,5,741.1764705882352,5.0,,,2020,Esnes-en-Argonne,55
55181,1201.3986013986014,38,1169.8679471788714,32.0,4142.857142857143,6.0,2020,Étain,55
55184,1206.896551724138,17,1206.896551724138,17.0,,,2020,Euville,55
55186,1352.4193548387098,15,1352.4193548387098,13.0,1272.8230337078653,2.0,2020,Fains-Véel,55
55193,875.6325110689437,6,875.6325110689437,6.0,,,2020,Forges-sur-Meuse,55
55195,738.0,5,738.0,5.0,,,2020,Fouchères-aux-Bois,55
55198,1356.8503937007874,10,1356.8503937007874,10.0,,,2020,Fresnes-en-Woëvre,55
55215,1186.4406779661017,13,1186.4406779661017,13.0,,,2020,Gondrecourt-le-Château,55
55224,10000.0,9,1263.157894736842,3.0,10000.0,6.0,2020,Haironville,55
55229,1461.4285714285716,10,1461.4285714285716,10.0,,,2020,Han-sur-Meuse,55
55253,1015.1515151515152,7,1015.1515151515152,7.0,,,2020,Les Islettes,55
55258,814.6551724137931,7,814.6551724137931,7.0,,,2020,Geville,55
55264,984.7548518896834,6,984.7548518896834,6.0,,,2020,Kœur-la-Petite,55
55271,1095.1127819548872,6,1095.1127819548872,6.0,,,2020,Laheycourt,55
55272,1190.8396946564883,6,1190.8396946564883,6.0,,,2020,Laimont,55
55276,1326.923076923077,6,1326.923076923077,6.0,,,2020,Landrecourt-Lempire,55
55279,1075.4716981132076,7,1075.4716981132076,7.0,,,2020,Laneuville-sur-Meuse,55
55288,1297.14790040877,8,837.3493975903615,5.0,1647.4358974358977,3.0,2020,Lérouville,55
55291,1085.3658536585365,33,1035.6164383561645,15.0,1204.5454545454545,18.0,2020,Ligny-en-Barrois,55
55296,1052.6315789473683,9,1052.6315789473683,9.0,,,2020,L'Isle-en-Rigault,55
55302,794.0426074754433,8,794.0426074754433,8.0,,,2020,Longeville-en-Barrois,55
55303,1800.0,5,1800.0,5.0,,,2020,Loupmont,55
55340,3665.413533834587,6,1114.2054164537558,4.0,8705.882352941175,2.0,2020,Mognéville,55
55345,1416.1626471839977,8,1416.1626471839977,8.0,,,2020,Mont-devant-Sassey,55
55348,907.6433121019109,5,907.6433121019109,5.0,,,2020,Montiers-sur-Saulx,55
55351,1435.2517985611512,17,1239.1304347826087,9.0,2574.441687344913,8.0,2020,Montmédy,55
55352,1147.0588235294117,5,1147.0588235294117,5.0,,,2020,Montplonne,55
55366,833.3333333333334,13,833.3333333333334,13.0,,,2020,Val-d'Ornain,55
55369,1166.6666666666665,6,1166.6666666666665,6.0,,,2020,Naives-Rosières,55
55385,1340.6593406593406,7,1340.6593406593406,5.0,1402.8985507246377,2.0,2020,Nixéville-Blercourt,55
55397,561.3636363636364,5,561.3636363636364,5.0,,,2020,Pagny-la-Blanche-Côte,55
55398,918.662312530237,8,918.662312530237,8.0,,,2020,Pagny-sur-Meuse,55
55410,562.5,7,562.5,7.0,,,2020,Quincy-Landzécourt,55
55427,1166.1577918905716,12,1166.1577918905716,12.0,,,2020,Revigny-sur-Ornain,55
55435,11428.57142857143,5,422.8539576365663,2.0,11428.57142857143,3.0,2020,Robert-Espagne,55
55438,572.6141078838174,7,572.6141078838174,7.0,,,2020,Romagne-sous-Montfaucon,55
55457,1427.4533333333334,6,1560.24,4.0,782.2115384615385,2.0,2020,Saint-Hilaire-en-Woëvre,55
55461,1201.5579044117649,6,1201.5579044117649,6.0,,,2020,Saint-Laurent-sur-Othain,55
55462,800.0,8,800.0,8.0,,,2020,Saint-Maurice-sous-les-Côtes,55
55463,840.0,35,716.8470241023118,22.0,1647.0588235294117,13.0,2020,Saint-Mihiel,55
55467,800.0,8,911.3571428571429,6.0,690.4761904761905,2.0,2020,Sampigny,55
55477,1135.323383084577,10,1182.942430703625,8.0,1079.1666666666665,2.0,2020,Savonnières-en-Perthois,55
55492,823.3333333333333,8,754.9910873440285,6.0,1041.6666666666665,2.0,2020,Sommedieue,55
55496,855.0,8,855.0,8.0,,,2020,Sorcy-Saint-Martin,55
55497,1321.428571428571,5,1321.428571428571,5.0,,,2020,Les Souhesmes-Rampont,55
55500,1072.8476821192053,5,1072.8476821192053,5.0,,,2020,Spincourt,55
55502,3868.3381157340987,22,746.8354430379746,11.0,10000.0,11.0,2020,Stenay,55
55504,1291.0113586719094,10,1291.0113586719094,10.0,,,2020,Tannois,55
55505,1460.6741573033707,25,1472.0,21.0,1210.4084321475625,4.0,2020,Thierville-sur-Meuse,55
55508,1881.720430107527,10,1515.8602150537636,4.0,2706.1559507523943,6.0,2020,Thonne-la-Long,55
55511,1173.0182926829268,8,,,1173.0182926829268,8.0,2020,Thonnelle,55
55517,921.0526315789474,9,866.0714285714286,4.0,921.0526315789474,5.0,2020,Seuil-d'Argonne,55
55519,1653.949058219178,12,1297.142857142857,7.0,3333.333333333333,5.0,2020,Tronville-en-Barrois,55
55523,880.952380952381,5,880.952380952381,5.0,,,2020,Vacherauville,55
55533,1007.0422535211268,19,979.4232922732363,16.0,1562.5,3.0,2020,Vaucouleurs,55
55543,1356.6371681415928,5,1356.6371681415928,5.0,,,2020,Velaines,55
55545,1776.065340909091,202,1452.5799895095724,86.0,3500.0,116.0,2020,Verdun,55
55551,1234.51,19,1234.51,15.0,1421.7241379310344,4.0,2020,Vigneulles-lès-Hattonchâtel,55
55553,924.1379310344828,11,962.0689655172414,10.0,404.6242774566474,1.0,2020,Vignot,55
55554,1101.6949152542372,6,1101.6949152542372,6.0,,,2020,Villécloye,55
55573,1345.6955415718303,22,1345.6955415718303,14.0,1700.0,8.0,2020,Void-Vacon,55
56001,1259.2592592592594,41,1259.2592592592594,41.0,,,2020,Allaire,56
56002,2234.0324675324678,24,2304.428571428572,21.0,2043.4782608695648,3.0,2020,Ambon,56
56003,3704.545454545456,55,3752.987012987014,46.0,3462.686567164179,9.0,2020,Arradon,56
56004,2255.8185404339256,26,2244.970414201184,24.0,2489.393939393939,2.0,2020,Arzal,56
56005,4261.538461538462,99,4579.315476190476,50.0,4090.909090909091,49.0,2020,Arzon,56
56006,1111.1363636363635,18,1111.1363636363635,18.0,,,2020,Augan,56
56007,3000.0,167,2905.982905982906,67.0,3042.7272727272725,100.0,2020,Auray,56
56008,3857.2348647488197,62,3929.8245614035086,57.0,3016.1290322580644,5.0,2020,Baden,56
56009,3840.9836065573772,10,3840.9836065573772,10.0,,,2020,Bangor,56
56010,1805.555555555556,75,1777.7776666666666,62.0,2083.333333333333,13.0,2020,Baud,56
56011,1258.9928057553957,21,1258.9928057553957,21.0,,,2020,Béganne,56
56012,1982.530120481928,20,1965.060240963856,19.0,2931.0344827586205,1.0,2020,Beignon,56
56013,2656.25,55,2569.7775628626696,42.0,3076.923076923077,13.0,2020,Belz,56
56014,1145.8333333333333,25,1145.8333333333333,25.0,,,2020,Berné,56
56015,2317.5747242569673,28,2317.5747242569673,28.0,,,2020,Berric,56
56017,1620.8325729927008,46,1620.8325729927008,46.0,,,2020,Bignan,56
56018,2632.9670329670325,18,2240.9188034188037,12.0,5007.407407407407,6.0,2020,Billiers,56
56019,517.8859601936525,6,517.8859601936525,6.0,,,2020,Billio,56
56020,1770.7985299031072,10,1770.7985299031072,10.0,,,2020,Bohal,56
56021,1592.5925925925926,12,1592.5925925925926,12.0,,,2020,Brandérion,56
56022,1522.135308313223,18,1522.135308313223,18.0,,,2020,Brandivy,56
56023,2663.551401869159,65,2663.551401869159,59.0,3285.5844155844156,6.0,2020,Brech,56
56024,1444.4444444444443,34,1444.4444444444443,34.0,,,2020,Bréhan,56
56026,1105.2631578947369,33,1111.771363893605,32.0,750.0,1.0,2020,Bubry,56
56027,1203.7037037037037,15,1203.7037037037037,15.0,,,2020,Buléon,56
56028,1387.7509495387953,20,1387.7509495387953,20.0,,,2020,Caden,56
56029,2161.383572567783,6,2161.383572567783,6.0,,,2020,Calan,56
56030,2274.725274725274,23,2274.725274725274,21.0,2186.4406779661017,2.0,2020,Camoël,56
56031,1892.0289855072465,50,1892.0289855072465,50.0,,,2020,Camors,56
56032,1859.065934065934,22,1474.2268041237114,16.0,3489.5,6.0,2020,Campénéac,56
56033,1596.4285714285716,64,1473.6842105263158,55.0,3705.0,9.0,2020,Carentoir,56
56034,4432.388400130336,146,4239.130434782609,68.0,4832.417582417582,78.0,2020,Carnac,56
56035,1010.989010989011,15,1010.989010989011,15.0,,,2020,Caro,56
56036,2066.2393162393164,66,2130.3418803418804,60.0,2017.5234521575985,6.0,2020,Caudan,56
56039,3150.0,27,3150.0,27.0,,,2020,La Chapelle-Neuve,56
56040,1913.58024691358,27,1913.58024691358,27.0,,,2020,Cléguer,56
56041,1116.4625850340135,32,1110.4761904761904,31.0,1831.3432835820893,1.0,2020,Cléguérec,56
56042,1864.5151515151515,22,2062.3636363636365,21.0,970.0,1.0,2020,Colpo,56
56043,1182.089552238806,18,1182.089552238806,18.0,,,2020,Concoret,56
56044,1213.8728323699422,5,1213.8728323699422,5.0,,,2020,Cournon,56
56045,967.741935483871,7,967.741935483871,7.0,,,2020,Le Cours,56
56046,3383.838383838384,31,3231.958762886598,29.0,6309.859154929578,2.0,2020,Crach,56
56047,1100.0,13,1100.0,13.0,,,2020,Crédin,56
56048,3790.3225806451615,17,3790.3225806451615,17.0,,,2020,Le Croisty,56
56050,1275.0,23,1275.0,23.0,,,2020,La Croix-Helléan,56
56051,1626.0162601626016,22,1626.0162601626016,22.0,,,2020,Cruguel,56
56052,3491.9117647058824,57,3229.8487243170016,42.0,4482.758620689655,15.0,2020,Damgan,56
56053,2000.0,69,1946.6842916942057,56.0,2409.8360655737706,13.0,2020,Elven,56
56054,3350.5154639175257,43,3406.552328324011,34.0,2788.4615384615386,9.0,2020,Erdeven,56
56055,2647.058823529412,37,2396.8253968253966,27.0,3874.4517543859647,10.0,2020,Étel,56
56057,1250.0,73,1244.5652173913045,66.0,1272.0,7.0,2020,Le Faouët,56
56058,2143.6567164179105,41,2143.6567164179105,41.0,,,2020,Férel,56
56060,1136.3636363636365,17,1136.3636363636365,17.0,,,2020,Les Fougerêts,56
56061,1510.7982577860007,32,1510.7982577860007,32.0,,,2020,La Gacilly,56
56062,2243.421052631579,16,2214.311463590483,14.0,4000.0,2.0,2020,Gâvres,56
56063,2091.9491525423728,20,2193.8118811881186,18.0,1731.2149893760866,2.0,2020,Gestel,56
56065,1700.0,5,1700.0,5.0,,,2020,Gourhel,56
56066,937.5,87,937.5,78.0,2777.777777777778,9.0,2020,Gourin,56
56067,2288.135593220339,59,2288.135593220339,53.0,2469.246031746032,6.0,2020,Grand-Champ,56
56069,4347.826086956522,49,3865.4695767195763,40.0,5128.205128205128,9.0,2020,Groix,56
56070,1562.5,55,1562.5,55.0,,,2020,Guégon,56
56071,1056.8181818181818,10,1056.8181818181818,10.0,,,2020,Guéhenno,56
56072,962.1354166666666,5,962.1354166666666,5.0,,,2020,Gueltas,56
56073,884.2105263157895,21,884.2105263157895,21.0,,,2020,Guémené-sur-Scorff,56
56074,1226.4150943396226,21,1226.4150943396226,21.0,,,2020,Guénin,56
56075,1590.909090909091,89,1425.8356015242243,68.0,2010.0,21.0,2020,Guer,56
56076,1173.469387755102,31,1173.469387755102,31.0,,,2020,Guern,56
56077,2222.222222222222,13,2163.1205673758864,9.0,2447.635135135135,4.0,2020,Le Guerno,56
56078,2565.7142857142862,140,2524.509803921568,104.0,2928.528528528529,36.0,2020,Guidel,56
56079,1296.2962962962963,31,1296.2962962962963,31.0,,,2020,Guillac,56
56080,902.3151429246398,16,902.3151429246398,16.0,,,2020,Guilliers,56
56081,996.6993006993007,66,996.6993006993007,64.0,1533.1550802139038,2.0,2020,Guiscriff,56
56082,880.3403755868544,10,880.3403755868544,10.0,,,2020,Helléan,56
56083,2008.928571428572,167,2019.1701680672272,96.0,2000.0,71.0,2020,Hennebont,56
56084,2426.470588235294,13,2426.470588235294,13.0,,,2020,Le Hézo,56
56088,4659.090909090909,5,4659.090909090909,5.0,,,2020,Île-d'Arz,56
56089,1319.0030110404819,54,1319.0030110404819,54.0,,,2020,Inguiniel,56
56090,1856.2874251497003,59,1856.2874251497003,58.0,2000.0,1.0,2020,Inzinzac-Lochrist,56
56091,1545.8494208494208,46,1416.5217391304348,32.0,2317.1870217324763,14.0,2020,Josselin,56
56093,1447.2340425531916,9,1447.2340425531916,9.0,,,2020,Kergrist,56
56094,2222.222222222222,57,2222.222222222222,47.0,2566.6666666666665,10.0,2020,Kervignac,56
56096,2367.52688172043,9,2367.52688172043,9.0,,,2020,Landaul,56
56097,2095.4684629516223,46,2020.1430930104566,34.0,5825.642741341194,12.0,2020,Landévant,56
56098,2135.3107344632767,232,2133.333333333333,145.0,2220.0,87.0,2020,Lanester,56
56099,777.7777777777778,19,777.7777777777778,19.0,,,2020,Langoëlan,56
56100,1025.1035196687371,54,1014.4927536231884,51.0,1142.857142857143,3.0,2020,Langonnet,56
56101,1875.0,101,1844.758064516129,82.0,2214.285714285714,19.0,2020,Languidic,56
56102,1000.0,35,1000.0,35.0,,,2020,Forges de Lanouée,56
56103,971.2171052631579,8,971.2171052631579,8.0,,,2020,Lantillac,56
56104,2255.0,12,2255.0,12.0,,,2020,Lanvaudan,56
56105,1000.0,37,1000.0,35.0,3116.883116883117,2.0,2020,Lanvénégen,56
56106,4223.269230769231,13,4258.663600891862,12.0,2209.3023255813955,1.0,2020,Larmor-Baden,56
56107,3750.0,93,3600.0,59.0,4400.147383935151,34.0,2020,Larmor-Plage,56
56108,1709.1060025542783,12,1709.1060025542783,12.0,,,2020,Larré,56
56109,2822.882503192848,8,2822.882503192848,8.0,,,2020,Lauzach,56
56110,1164.9572649572651,18,1164.9572649572651,18.0,,,2020,Lignol,56
56111,1591.7948717948718,34,1591.7948717948718,34.0,,,2020,Limerzel,56
56112,1488.3720930232555,14,1488.3720930232555,14.0,,,2020,Lizio,56
56113,1100.0,24,1100.0,24.0,,,2020,Locmalo,56
56114,3762.878787878788,24,3809.090909090909,23.0,1617.6470588235295,1.0,2020,Locmaria,56
56115,2250.0,17,2250.0,17.0,,,2020,Locmaria-Grand-Champ,56
56116,4750.0,35,4696.428571428572,30.0,5555.555555555556,5.0,2020,Locmariaquer,56
56117,1576.3125763125763,62,1522.1238938053098,39.0,1795.4545454545455,23.0,2020,Locminé,56
56118,2530.9335884557127,50,2600.0,39.0,2250.0,11.0,2020,Locmiquélic,56
56119,2498.333333333333,41,2432.2023809523807,38.0,4111.111111111111,3.0,2020,Locoal-Mendon,56
56120,2160.8687815428984,22,2160.8687815428984,22.0,,,2020,Locqueltas,56
56121,2122.249896222499,712,2333.333333333333,193.0,2059.701492537313,519.0,2020,Lorient,56
56122,1363.6363636363635,23,1363.6363636363635,23.0,,,2020,Loyat,56
56123,1792.7054794520548,24,1792.7054794520548,24.0,,,2020,Malansac,56
56124,1767.2413793103449,45,1711.4102564102564,34.0,7142.857142857143,11.0,2020,Malestroit,56
56125,1587.837837837838,26,1560.2836879432623,22.0,3217.391304347826,4.0,2020,Malguénac,56
56126,1892.0250896057348,36,1892.0250896057348,36.0,,,2020,Marzan,56
56127,1280.3738317757009,38,1280.3738317757009,37.0,2000.0,1.0,2020,Mauron,56
56128,1792.6829268292684,29,1792.6829268292684,29.0,,,2020,Melrand,56
56129,1160.0,30,1160.0,30.0,,,2020,Ménéac,56
56130,2314.814814814815,25,2409.496753246753,22.0,1600.0,3.0,2020,Merlevenez,56
56131,1373.6263736263736,23,1373.6263736263736,23.0,,,2020,Meslan,56
56132,2522.935779816514,19,2523.8441275320192,18.0,1407.4074074074074,1.0,2020,Meucon,56
56133,1447.3684210526317,14,1447.3684210526317,14.0,,,2020,Missiriac,56
56134,904.3062200956938,23,904.3062200956938,23.0,,,2020,Mohon,56
56135,1764.7058823529412,25,1607.5,18.0,2342.8571428571427,7.0,2020,Molac,56
56136,1462.416885255902,10,1462.416885255902,10.0,,,2020,Monteneuf,56
56137,2068.493150684932,29,2093.3313919627262,28.0,2068.493150684932,1.0,2020,Monterblanc,56
56140,1444.4444444444443,41,1493.8684503901895,36.0,1194.0298507462687,5.0,2020,Moréac,56
56141,1495.7264957264956,19,1495.7264957264956,19.0,,,2020,Moustoir-Ac,56
56143,2112.903225806452,45,2112.903225806452,41.0,2107.6655052264814,4.0,2020,Muzillac,56
56144,1388.3856275303642,38,1388.3856275303642,38.0,,,2020,Évellys,56
56145,1363.6363636363635,19,1363.6363636363635,17.0,1630.588235294118,2.0,2020,Néant-sur-Yvel,56
56146,1236.111111111111,20,1236.111111111111,20.0,,,2020,Neulliac,56
56147,1666.6666666666667,68,1666.6666666666667,68.0,,,2020,Nivillac,56
56148,2507.966834895458,16,2507.966834895458,16.0,,,2020,Nostang,56
56149,1717.6470588235295,37,1717.6470588235295,37.0,,,2020,Noyal-Muzillac,56
56151,1312.4496373892025,44,1301.3698630136987,42.0,2666.6666666666665,2.0,2020,Noyal-Pontivy,56
56152,3386.851851851852,47,3253.8884812912693,32.0,3534.5915492957747,15.0,2020,Le Palais,56
56153,1525.4237288135594,45,1525.4237288135594,41.0,1508.116883116883,4.0,2020,Péaule,56
56154,1358.0246913580247,32,1358.0246913580247,32.0,,,2020,Peillac,56
56155,2695.035460992908,75,2695.035460992908,73.0,2817.3076923076924,2.0,2020,Pénestin,56
56156,1361.111111111111,9,1361.111111111111,9.0,,,2020,Persquen,56
56157,1885.9649122807016,33,1885.9649122807016,33.0,,,2020,Plaudren,56
56158,2745.098039215686,65,2745.1296647691333,42.0,2723.214285714286,23.0,2020,Plescop,56
56159,1424.7076023391814,20,1424.7076023391814,20.0,,,2020,Pleucadeuc,56
56160,1018.1190681622088,22,1018.1190681622088,22.0,,,2020,Pleugriffet,56
56161,2755.577299412916,34,2591.908725602755,28.0,3064.3962848297215,6.0,2020,Ploemel,56
56162,2905.470210328317,210,2859.0592334494777,146.0,3187.7721879449455,64.0,2020,Ploemeur,56
56163,961.1111111111112,37,961.1111111111112,37.0,,,2020,Ploërdut,56
56164,2706.980216498693,56,2634.13506012951,48.0,2805.7644110275687,8.0,2020,Ploeren,56
56165,1763.0873983739837,103,1723.9826106594398,66.0,2093.75,37.0,2020,Ploërmel,56
56166,1718.75,69,1717.9608585858587,60.0,2577.319587628866,9.0,2020,Plouay,56
56167,2728.1257330518415,28,2755.1020408163267,27.0,2209.3023255813955,1.0,2020,Plougoumelen,56
56168,3156.9444444444443,42,2851.6483516483518,28.0,3430.6818181818185,14.0,2020,Plouharnel,56
56169,2640.0,52,2666.6666666666665,47.0,2561.538461538461,5.0,2020,Plouhinec,56
56170,1010.752688172043,48,1010.752688172043,48.0,,,2020,Plouray,56
56171,1506.4102564102564,29,1506.4102564102564,29.0,,,2020,Pluherlin,56
56172,1469.047619047619,53,1411.764705882353,51.0,2333.333333333333,2.0,2020,Plumelec,56
56173,1236.111111111111,60,1250.0,59.0,1222.2222222222222,1.0,2020,Pluméliau-Bieuzy,56
56174,1716.4953102453105,32,1716.4953102453105,32.0,,,2020,Plumelin,56
56175,2776.888926118278,44,2420.3821656050955,35.0,5220.588235294118,9.0,2020,Plumergat,56
56176,2525.082005623243,68,2575.480769230769,49.0,2282.051282051282,19.0,2020,Pluneret,56
56177,2050.0,103,2023.7702100433196,84.0,6479.591836734694,19.0,2020,Pluvigner,56
56178,1352.0833333333335,186,1210.5263157894738,97.0,1537.5,89.0,2020,Pontivy,56
56179,1961.5384615384608,29,1903.0993278566089,28.0,2578.125,1.0,2020,Pont-Scorff,56
56180,1087.719298245614,9,1087.719298245614,9.0,,,2020,Porcaro,56
